#{"t_start": 1747752788.0609398, "env_id": "None"}
r,l,t
-1.1,2,44.831407
-0.9,2,44.882577
1.0,1,45.019711
-1.2,3,45.102307
-0.9,2,45.161589
-1.1,2,45.222205
-1.0,1,45.251753
-1.0,1,45.283604
-1.0,1,45.314066
-1.0,1,45.342677
-1.0,1,45.379929
-1.0,1,45.407518
-0.8,3,45.489001
-1.0,3,45.568787
-1.0,1,45.596826
-1.0,1,45.626344
-1.0,1,45.693988
-1.0,1,45.734926
-1.0,1,45.782411
-1.0,11,46.083604
-1.0,1,46.108171
-1.0,1,46.136962
-1.0,1,46.173634
-0.9,2,46.247704
-1.0,1,46.277083
-1.2,3,46.392613
-1.0,1,46.417093
-0.8,3,46.508559
-0.9,2,46.572429
-1.1,4,46.682108
-1.0,3,46.778611
-1.0,1,46.808165
-1.0,1,46.84239
-0.9,2,46.903534
-1.1,2,46.961751
-1.0,1,47.008638
-1.0,1,47.038597
-1.0,1,47.061988
-1.0,1,47.093075
1.0,1,47.125187
-1.1,2,47.171328
-1.0,1,47.203267
-1.0,1,47.237308
-1.1,2,47.288883
1.0,1,47.322125
-1.0,1,47.359037
-1.1,2,47.424456
-1.0,1,47.468688
-1.0,3,47.614821
-1.0,1,47.747368
-1.0,1,47.782818
-1.0,1,47.82451
-1.1,2,48.000327
-1.0,1,48.132913
-1.0,1,48.164889
-1.1,2,48.292433
-1.1,2,48.347619
-0.9,2,48.421065
-0.9,2,48.51188
-1.0,1,48.552059
-1.1,2,48.64211
-1.0,5,48.966163
-1.3,4,49.404661
-0.9,2,49.522899
-1.0,3,49.668159
-0.9,2,49.796544
-1.0,1,49.871088
-1.0,1,49.917864
-1.1,8,50.217626
-1.0,1,50.258281
-1.0,1,50.290179
-1.0,1,50.327793
-0.9,4,50.455468
-1.0,1,50.493206
-1.1,4,50.647508
-1.0,1,50.693664
-0.8,3,50.829321
-0.9,2,50.885247
-0.9,4,51.053118
-1.0,1,51.097467
-1.0,1,51.13818
-1.0,1,51.171722
-0.9,4,51.409491
-1.0,1,51.438314
-0.6,7,51.650961
-1.0,1,51.697781
-1.0,1,51.76614
-1.0,1,51.801689
-1.0,1,51.837946
-0.7,4,51.972523
-1.0,1,51.999725
-1.1,2,52.06668
-0.9,4,52.185969
-1.0,1,52.222126
-1.0,1,52.265189
-1.0,1,52.302276
-1.0,1,52.334989
-1.0,5,52.487125
-1.0,1,52.511727
-1.0,1,52.551668
-1.0,1,52.57707
-0.9,2,52.638565
-1.1,2,52.687321
-0.9,2,52.74926
-0.9,4,52.88247
-0.9,2,52.938523
-1.0,1,52.967779
-1.0,1,52.992983
-1.0,1,53.026947
-1.0,1,53.062201
-1.1,2,53.139126
-1.0,1,53.176747
-1.1,2,53.243094
-1.2,5,53.39296
-1.0,1,53.423103
-1.0,1,53.452329
-1.0,1,53.483018
-0.9,2,53.538389
-1.3,8,53.762777
-1.0,1,53.79884
-1.0,3,53.903405
-1.1,2,53.95316
-1.2,5,54.091946
-1.0,1,54.132704
-1.0,1,54.162593
-1.0,1,54.192373
-1.1,2,54.252507
-1.0,1,54.283967
-1.0,1,54.319108
-0.9,2,54.380551
-0.9,2,54.449421
-0.8,3,54.548801
-1.0,1,54.58499
-1.1,2,54.659708
