#{"t_start": 1747751785.5006213, "env_id": "None"}
r,l,t
-1.0,1,20.898856
-1.0,1,20.929412
-1.0,1,20.96821
-1.0,1,21.00141
-1.0,1,21.030019
-0.8,3,21.1099
-1.0,1,21.139576
-1.0,1,21.194664
-1.0,1,21.235813
-1.0,1,21.282745
-1.1,2,21.33013
-1.0,1,21.353766
-1.1,2,21.390448
-1.1,2,21.417851
-1.1,2,21.447052
-1.0,1,21.470004
-1.0,1,21.488963
-1.0,1,21.508096
-0.9,2,21.557145
-1.0,1,21.582358
-0.9,2,21.653264
-1.0,1,21.686941
-1.0,1,21.713485
-1.0,1,21.735247
-1.1,2,21.788186
-1.3,4,21.865984
-1.0,1,21.892463
-1.0,1,21.91743
-0.9,2,21.969978
-1.0,1,21.987173
-1.0,1,22.014138
-1.0,3,22.064609
-1.1,2,22.102659
-1.0,3,22.201932
-1.0,1,22.248064
-1.0,1,22.28712
-1.0,1,22.329963
-1.0,1,22.369875
-0.9,4,22.469896
-1.1,2,22.494234
-1.0,1,22.52335
-1.1,2,22.589279
-1.0,1,22.630925
-1.0,1,22.663103
-0.9,2,22.712633
-1.0,3,22.780978
-1.1,2,22.853905
-1.0,1,22.901964
-1.0,1,22.933502
-1.1,2,22.97022
-1.0,1,22.996608
-1.1,2,23.040395
-0.9,2,23.082438
-1.5,8,23.210813
-1.0,1,23.233232
-1.2,3,23.31292
-1.0,1,23.346463
-1.1,2,23.385912
-0.9,2,23.422421
-1.0,3,23.47263
-1.0,1,23.492865
-1.1,4,23.54677
-0.9,6,23.641901
-1.1,2,23.671327
-1.0,1,23.696849
-1.0,3,23.752228
-1.0,1,23.769121
-1.1,2,23.800856
-1.0,1,23.817657
-1.0,1,23.838387
-1.0,3,23.893404
-1.0,1,23.918578
-0.9,2,23.953752
-0.8,3,24.001855
-1.0,1,24.023619
-1.0,1,24.040711
-1.0,1,24.058643
-1.0,3,24.103925
-1.0,1,24.121937
-1.0,1,24.138214
-1.2,3,24.188365
-1.0,1,24.215887
-1.1,2,24.247538
-1.0,1,24.27366
-1.0,1,24.29199
-1.1,2,24.321669
-1.0,1,24.341444
-1.0,1,24.365072
-1.0,1,24.384315
-1.0,1,24.402372
-1.0,1,24.422292
-1.0,1,24.43725
-1.0,1,24.461322
-1.0,1,24.478678
-1.0,1,24.498741
-1.0,1,24.518425
-1.1,2,24.551077
-1.0,1,24.572423
-1.0,1,24.589023
-1.1,2,24.616666
-1.1,2,24.652025
-1.1,2,24.679974
-1.0,1,24.696176
-1.1,2,24.725943
-1.1,2,24.757505
-1.0,1,24.782252
-1.0,1,24.80498
-1.0,1,24.821093
-0.8,3,24.872344
-1.0,1,24.890659
-1.0,1,24.909368
-0.9,2,24.937976
-0.9,2,24.966022
-1.0,1,24.982899
-1.0,1,25.004346
-1.0,1,25.027543
-1.0,1,25.050498
-1.0,1,25.085552
-1.0,1,25.108465
-0.9,2,25.180655
-1.2,3,25.252018
-1.0,1,25.293243
-0.8,3,25.352555
-1.0,1,25.37618
-0.9,4,25.444244
-1.0,1,25.472201
-1.0,1,25.493695
-0.8,3,25.544753
-1.2,3,25.594262
-1.0,1,25.619327
-1.1,4,25.684618
-0.8,3,25.726608
-1.1,2,25.7583
-1.0,1,25.779667
-1.0,1,25.799155
-1.0,1,25.819996
-1.0,1,25.842778
-1.0,1,25.861062
-1.0,1,25.880057
-1.0,1,25.914768
-1.0,1,25.933679
-1.1,4,25.994455
-0.8,3,26.052236
-0.9,2,26.088558
-1.0,1,26.105867
-1.0,1,26.130132
-1.0,1,26.148197
-1.1,2,26.186831
-0.9,2,26.23374
-1.1,2,26.270574
-1.0,1,26.28653
-1.0,1,26.311845
-1.0,3,26.357965
-1.0,1,26.385669
-1.0,1,26.411283
-1.0,1,26.427677
-0.9,2,26.481991
-1.0,1,26.520285
-1.0,1,26.539108
-1.0,3,26.600825
-1.0,1,26.622527
-1.0,1,26.653065
-1.0,3,26.712911
-0.8,3,26.772752
-1.1,2,26.814015
-1.0,1,26.831319
-1.0,1,26.850656
-1.2,3,26.8977
-1.0,1,26.920629
-1.0,1,26.93941
-1.0,1,26.959573
-1.1,4,27.014208
-1.1,2,27.041579
-0.9,4,27.104073
-1.0,1,27.126873
-1.1,4,27.183275
-1.0,1,27.203569
-1.0,1,27.228082
-1.0,1,27.247181
-1.0,1,27.276205
-1.0,1,27.292918
-1.0,1,27.310207
-1.0,1,27.328536
-1.0,1,27.349705
-1.0,1,27.372319
