#{"t_start": 1747757839.2502089, "env_id": "None"}
r,l,t
-0.8,5,42.74582
-1.0,1,42.770164
-1.0,3,42.846796
-1.0,1,42.882421
-1.0,1,42.919365
-0.9,2,42.982332
-0.9,2,43.032792
-1.0,1,43.065896
-1.0,1,43.106698
-1.0,1,43.130327
-1.0,3,43.214884
-1.1,2,43.266743
-1.0,1,43.292696
-1.0,1,43.326118
-1.1,2,43.377878
-1.0,1,43.406489
-1.0,1,43.432324
-1.0,3,43.522568
-0.9,2,43.574152
-0.9,4,43.677733
-1.0,1,43.711265
-1.0,1,43.743697
-1.0,3,43.821411
-1.0,1,43.848029
-1.0,1,43.877518
-1.0,1,43.902944
-1.2,5,44.053198
-1.1,2,44.096624
-1.0,1,44.130827
-1.0,1,44.156063
-1.0,1,44.182923
-1.0,1,44.206808
-1.0,1,44.241652
-1.0,1,44.262613
-0.9,2,44.313218
-1.0,1,44.35103
-1.0,1,44.386531
-0.9,2,44.42835
-1.0,5,44.543931
-1.1,4,44.67228
-0.9,4,44.784394
-1.0,3,44.871438
-0.8,3,44.947172
-0.9,2,44.991397
-1.0,1,45.034168
-1.0,1,45.056348
-1.0,1,45.082774
-1.0,1,45.115466
-1.0,5,45.289006
-1.3,4,45.385793
-1.0,1,45.412179
-1.0,1,45.437609
-0.9,2,45.493341
-1.1,6,45.63212
-1.0,1,45.659004
-1.0,1,45.693591
-0.8,3,45.773552
-1.1,2,45.834929
-0.9,2,45.903305
-0.9,4,46.00657
-1.1,2,46.071969
-0.9,6,46.240287
-1.1,2,46.280211
-1.0,3,46.358377
-1.4,9,46.591202
-1.1,2,46.652812
-0.8,5,46.786627
-0.7,4,46.990963
-1.0,1,47.016816
-1.0,1,47.053206
-1.1,2,47.097826
-1.1,2,47.150747
-1.0,1,47.184196
-0.9,4,47.316767
-1.1,4,47.463837
-1.1,2,47.556744
-0.9,2,47.597363
-1.0,3,47.728471
-1.0,1,47.749797
-0.6,5,47.918067
-1.1,4,48.053666
-1.1,2,48.112203
-1.0,1,48.146448
-1.0,1,48.181326
-1.0,1,48.224634
-1.0,1,48.263201
-1.3,4,48.368441
-1.0,1,48.400339
-1.2,5,48.550476
-1.0,3,48.656339
-1.0,1,48.683681
-1.0,1,48.732813
-1.0,1,48.773576
-1.1,4,48.897063
-1.0,1,48.936391
-1.0,1,48.964829
-1.1,2,49.048243
-1.0,1,49.081383
-1.0,3,49.184207
-1.2,3,49.27739
-0.9,4,49.349514
-1.0,1,49.377463
-1.0,1,49.410662
-1.0,1,49.448215
-1.3,4,49.556829
-0.9,2,49.633263
-1.0,1,49.671176
-1.0,1,49.711053
-1.2,3,49.799985
-0.8,7,49.998798
-1.0,3,50.082514
-1.1,2,50.152022
-0.9,2,50.223336
-1.0,1,50.243408
-0.7,6,50.413147
-1.0,1,50.447239
-1.1,2,50.511509
-1.0,1,50.5477
-0.9,2,50.616774
-1.0,1,50.641052
-1.0,1,50.673564
-0.9,2,50.733833
-1.0,1,50.76736
-1.1,4,50.86858
-1.0,3,50.94985
-1.0,1,50.976685
-0.8,3,51.065231
-1.0,1,51.087009
-1.0,1,51.114044
-0.9,2,51.168141
-1.0,1,51.197034
-0.9,2,51.246936
-1.0,3,51.337973
-1.1,2,51.401936
-1.0,1,51.427977
-1.2,3,51.512721
-1.0,1,51.537043
-1.4,5,51.672166
-1.0,1,51.699343
-1.1,4,51.908172
-1.0,1,51.938715
-1.0,1,51.958743
-0.8,5,52.083097
-1.0,1,52.119633
-0.8,3,52.206512
-1.0,3,52.297434
-1.0,1,52.330756
-1.0,1,52.353178
-1.0,1,52.381142
-0.9,2,52.446294
-0.9,6,52.609056
-1.0,1,52.630428
-1.0,7,52.813267
-0.7,4,52.924181
-1.0,1,52.953424
-1.0,1,52.982117
-1.0,1,53.016011
-1.0,1,53.051002
-1.0,3,53.142116
-1.1,4,53.245659
-0.9,4,53.343971
-1.0,1,53.376438
-1.0,1,53.409404
-1.1,2,53.469759
-1.0,1,53.491649
-1.0,1,53.52559
-1.0,1,53.556943
-0.9,2,53.622475
-1.0,1,53.644238
-1.0,1,53.683225
-0.8,3,53.785701
-0.9,2,53.846366
-1.0,1,53.875017
-1.0,1,53.898899
-1.0,3,53.981519
-1.1,2,54.045591
-1.0,1,54.067483
-1.0,3,54.144331
-0.8,3,54.218462
-1.0,1,54.253473
1.1,4,54.347608
-1.0,5,54.4761
-0.8,3,54.548717
-1.0,1,54.572665
-1.0,1,54.603612
-1.0,1,54.638544
-1.0,1,54.667485
-1.0,1,54.701576
-0.8,5,54.817704
-1.0,3,54.910638
-1.0,1,54.940744
-1.0,1,54.967157
-1.0,1,54.998738
-1.0,1,55.032587
-1.0,1,55.057916
-1.0,1,55.080752
-1.0,1,55.110966
-1.0,1,55.13745
-1.0,3,55.232537
-1.0,1,55.26138
-0.9,2,55.331009
-1.0,1,55.358299
-1.0,1,55.386396
-0.9,4,55.495219
-1.1,2,55.548876
