#{"t_start": 1747382598.029586, "env_id": "None"}
r,l,t
-1.0,1,43.253805
-0.7,6,43.422368
-1.1,4,43.585772
-1.0,3,43.686696
-1.0,3,43.770864
-1.0,1,43.799731
-1.1,2,43.850412
-0.9,2,43.917006
-0.9,2,44.009003
-1.2,3,44.087023
-1.1,2,44.16907
-1.0,1,44.19246
-1.0,1,44.217767
-1.0,1,44.240002
-1.0,1,44.287878
-1.0,1,44.318221
-1.0,1,44.344842
-1.0,1,44.367889
-1.0,1,44.393154
-1.0,1,44.418484
-0.6,5,44.621203
-1.1,2,44.691724
-1.0,1,44.716503
-0.9,2,44.839769
-1.0,1,44.874821
-1.0,3,45.040202
-0.9,8,45.335408
-1.0,1,45.363067
-1.0,1,45.387602
-1.1,2,45.503852
-1.0,1,45.53291
-1.0,1,45.581165
-1.0,1,45.63852
1.1,2,45.707283
-1.0,1,45.731153
-1.1,6,45.964429
-0.8,3,46.069638
-1.0,1,46.135818
-1.0,1,46.164047
-1.0,1,46.18882
-1.0,3,46.260093
-1.1,2,46.305955
-1.0,1,46.32943
-0.8,3,46.469237
-1.0,1,46.515958
-1.0,1,46.540419
-0.9,2,46.623846
-1.1,2,46.72917
-1.1,2,46.8193
-1.0,1,46.869801
-1.0,1,46.896444
-1.1,2,46.951468
-1.0,1,46.980997
-0.8,3,47.064556
-1.0,1,47.090058
-1.0,1,47.11908
-1.0,1,47.145986
-1.0,1,47.179718
-1.0,3,47.308362
-1.1,2,47.395361
-1.1,2,47.461762
-1.0,1,47.500241
-0.9,2,47.611218
-1.1,2,47.728442
-1.2,3,47.954789
-1.1,2,48.086468
-1.1,2,48.181732
-1.2,3,48.342115
-1.0,1,48.454149
-1.0,1,48.501648
-1.0,1,48.539583
-1.1,2,48.746196
-1.0,1,48.832899
-1.2,3,49.088164
-0.9,2,49.288087
-1.1,2,49.463191
-1.0,1,49.505137
-1.0,1,49.562559
-1.0,1,49.605523
-1.0,1,49.678958
-1.0,1,49.727398
-1.1,2,49.815938
-1.1,4,49.969547
-1.0,1,50.002632
-1.1,4,50.111649
-1.0,1,50.140073
-1.0,1,50.166428
-1.2,3,50.276719
-1.0,1,50.30095
-1.2,3,50.35593
-1.0,1,50.382575
-0.8,5,50.558897
-1.1,2,50.616722
-0.8,3,50.753299
-1.0,1,50.779421
-1.1,2,50.826447
-1.0,1,50.887016
-1.0,1,50.913786
-0.9,2,50.980188
-1.0,1,51.005218
-1.0,1,51.028506
-0.9,4,51.139157
-1.0,1,51.188464
-1.0,1,51.22682
-1.1,2,51.311858
-0.9,2,51.363975
-1.0,1,51.388972
-1.0,3,51.499235
-1.0,1,51.527475
-1.0,1,51.553718
-1.0,1,51.580782
-1.0,1,51.607658
-1.0,1,51.666215
-1.0,1,51.701192
-0.9,4,51.872943
-1.0,1,51.938953
-1.0,1,51.965563
-1.0,1,51.990969
-0.9,2,52.101637
-1.1,2,52.178705
-1.1,2,52.225414
-1.0,1,52.250938
-1.0,1,52.273751
-1.0,1,52.297435
