#{"t_start": 1747756954.1655493, "env_id": "None"}
r,l,t--1.2,3,9.49169-1.2,5,9.632087
-1.0,1,9.655754
-1.0,3,9.743492
-1.0,3,9.821482
-0.8,3,9.899466
-0.9,2,9.953599
-0.8,5,10.084819
-1.0,1,10.110774-1.5,14,10.178788
-1.0,1,10.19857-1.-1.0,1,10.2320-1.0-1.0,1,10.254-1.1,-1.2,3,10.338-1.0,-0.9,2,10.3-1.0,3,-1.3,4,10.496428
-1.2,7,10.67095
-1.0,1,10.706965
-1.0,1,10.737887
-1.0,1,10.763836
-1.0,1,10.797868
--0.7,6,10.92184
-0.9,4,10.932857
-1.0,3,11.084235
-1.0,3,11.062449
-1.1,4,11.15802
-1.0,1,11.183809
-1.1,4,11.299056
-0.9,2,11.344109
-1.1,2,11.402235
-0.9,2,11.-0.9,4,1-1.0,1,11.-0.9,2,1-0.9,2,11.-1.0,3,11.334495
-1.0,1,11.359296
-1.3,4,11.465999
-0.9,6,11.660208
-1.0,1,-1.2,9,12.-1.0,3,1-0.9,4,12.133111
-1.0,1,12.-1.1,2,1-1.0,1,12.-1.0,1,-1.0,1,12.2-1.0,1,-1.0,1,12.2-1.1,2,12.025505
-1.0,1,12.058537
-1.0,3,12.130653
-1.0,5,-1.2,7,12.5-1.1,2,-1.2,5,12.675428
-1.0,3,12.748294
-1.0,1,12.786245
-1.1,4,12.897691
-0.9,2,12.951225
-1.1,2,12.994225
-0.9,2,13.049958
-1.2,3,13.118104
-1.0,3,13.197419
-1.0,1,13.218918
-1.0,1,13.242646
-1.1,2,13.296989
-1.1,2,13.366585
-1.4,5,13.508457
-1.0,1,13.535319
-1.1,2,13.581822
-1.1,2,13.645898
-1.0,1,13.674618
-0.9,2,13.725471
-1.0,1,13.749777
-1.0,1,13.778028
-1.0,1,13.80067
-1.1,2,13.858832
-0.9,4,13.96623
-1.1,2,14.020875
-1.0,1,14.050731
-1.0,3,14.118958
-1.0,1,14.147997
-1.0,1,14.187165
-1.0,1,14.208215
-0.8,3,14.284572
-1.0,1,14.3-1.0,3,-1.0,1,14.3-1.0,1,-1.0,1,14.3-1.1,2,-1.0,1,14.3-1.0,1,-1.1,4,14.515121
-1.0,1,14.547134
-1.0,1,14.573993
-1.1,2,14.644351
-1.0,1,14.671441
-1.0,1,14.694541
-1.0,1,14.721849
-1.0,1,14.747494
-1.0,3,14.821126
-1.4,5,14.944397
-0.9,2,15.099974
-1.1,4,15.206526
-1.1,2,15.262747
-1.0,1,15.294127
-1.0,1,15.32244
-1.0,1,15.344929
-0.7,6,15.510868
-0.9,4,15.627005
-0.9,2,15.677436
-1.1,2,15.731673
-1.0,7,15.898246
-1.0,1,15.926767
-1.0,1,15.953206
-1.0,1,15.989595
-1.0,1,16.017366
-1.1,2,16.090418
-1.1,2,16.164
-1.0,1,16.194894
-1.0,1,16.2305
-1.0,1,16.259299
-1.0,1,16.291253
-1.0,1,16.33906
-1.2,3,16.447064
-0.9,10,16.908794
-0.9,2,17.042924
-1.1,6,17.448224
-1.0,1,17.514164
-1.0,1,17.581733
-1.0,1,17.639024
-1.2,5,17.91919
-1.0,3,18.105943
-1.1,4,18.254676
-0.9,2,18.383564
-0.7,4,18.636176
-1.1,2,18.770561
-1.0,1,18.813178
-0.9,2,18.896074
-1.1,2,18.974641
-1.0,1,18.999562
-1.0,1,19.027383
-0.9,4,19.124502
-1.0,1,19.151944
-1.0,1,19.1741-0.8,5,18.963531
1.1,2,19.01594
-1.0,1,19.045384
-1.0,1,19.076077
-0.9,6,19.229364
-1.0,1,19.257405
-0.8,3,19.35413
-1.0,1,19.381067
-1.0,1,19.409296
-1.0,3,19.500354
-0.9,2,19.544397
1.0,3,19.631873
-0.9,2,19.675728
-1.0,1,19.706663
-1.0,1,1-0.9,2,19.-1.0,1,1-1.0,1,20.-1.0,1,19.791
-1.1,2,19.8-0.9,4,20.153903
-1.0,3,20.227998
-0.9,2,20.290619
-1.0,1-1.3,4,20.12-1.1,12,20.624084
-0.9,2,20.664897
-1.0,1,20.695491
-1.0,1,20.724148
-1.1,2,20.78572
-0.9,2,20.833675
-1.0,1,20.863314
-1.0,1,20.897665
-1.0,1,20.915052
-0.9,2,20.982958
-1.0,1,21.014841
-0.9,4,21.140813
-1.1,2,21.187102
-1.1,2,21.230978
-1.0,1,21.266096
-1.2,5,21.416128
-1.1,2,21.458438
-0.7,4,21.583385
-1.0,1,21.620151
-0.9,4,21.728884
-1.0,1,21.760738
-1.1,2,21.815427
-1.0,7,21.998746
-1.0,1,22.021469
-1.0,1,22.040896
-0.9,2,22.101711
-1.0,1,22.123962
-1.-1.2,11,21.95325
-1.0,1,21.979077
-1.0,3,22.051423
-1.0,1,22.074627
-1.0,1,22.10886
-1.0,1,22.144793-0.8,5,22.479348
-0.9,2,22.540719
-1.1,4,22.640486
-1.0,1,22.663827
-1.1,2,22.729091
-1.0,1,22.75438
1.3,4,22.877316
-1.0,1,22.903721
-1.0,1,22.930428
-1.0,1,22.958719
-1-1.1,2,22.72875-0.8,3,23.0778
-0.8,3,23.140992
-1.0,1,23.161666
-1.-1.0,11,23.08674
-1.0,1,23.125745
-1.1,2,23.175892
-0.9,2,23.232939
-1.0,1,23.257246
-0.9,2,23.29736-1.1,6,23.61316
-1.0,1,23.634135
-1.0,1,23.66513
-1.0,1,23.702611
-1.-1.1,4,23.524807
-0.9,2,23.586937
-1.1,2,23.640271
-1.4,5,23.770552
-1.1,2,23.812627
-1.0,5,23.935842
-1.0,1,23.95829
-0.9,2,24.021637
-1.0,1,24.045736
-0.9,2,24.108701
-1.0,1,24.144386
-1.0,1,24.176258
-1.1,4,24.290668
-1.0,5,24.422066
-1.0,1,24.452201
-0.9,2,24.49865
-1.0,1,24.5224-0.6,7,24.905946
-1.0,1,24.934762
-1.0,1,24.963956
-1.0,1,24.994231
-1.0,1,25.018306
-1.1,2,25.077152
-1.1,2,25.124089
-1.0-1.1,2,24.8944-1.0,3,25.24862
-1.0,1,25.274835
-1.3,4,25.369967
-1.0,-0.9,6,25.13-1.0,1-1.0,1,25.15-1.0,-1.0,1,25.18-1.4,11,25.72444
-1.0,3,25.785766
-0.9,2,25.827002
-1.2,3,25.890463
-1.0,1,25.915787
-0.7,4,26.015186
-1.0,1,26.041864
1.1,2,26.119829
-1.1,8,26.341766
-1.0,1,26.374901
-1.0,1,26.40115
-1.1,2,26.454917
-1.0,1,26.484499
-1.1,2,26.541909
1.0,1,26.570215
-1.0,1,26.597334
-1.0,1,26.618613
-1.1,2,26.686589
-1.1,4,26.794754
-1.0,1,26.817536
-0.9,2,26.883646
-1.0,1,26.909739
-1.0,1,26.945792
-1.1,2,26.994365
-1.0,1,27.030241
-1.0,1,27.054606
-1.1,2,27.104804
-1.0,1,27.138153
-1.0,9,27.403399
-1.1,2,27.445858
-0.8,3,27.514647
-1.1,2,27.576584
-1.0,1,27.614479
-0.9,2,27.659076
-1.1,2,27.716769
-1.1,2,27.76585
-0.9,2,27.821504
-1.0,1,27.857883
-1.0,5,27.987343
-1.1,2,28.039831
-0.9,2,28.102751
-1.2,3,28.179672
-0.7,4,28.264251
1.0,1,28.285988
-0.9,2,28.34617
-1.0,1,28.368334
-1.1,4,28.596569
-1.2,3,28.657266
-0.9,2,28.707465
-1.0,1,28.743792
-1.1,2,28.805284
-1.1,2,28.847944
-0.9,2,28.926975
-1.0,1,29.056308
-1.0,3,29.128946
-0.8,3,29.196229
-1.0,1,29.23623
-1.0,5,29.362961
-1.0,3,29.446571
-1.0,3,29.526062
-1.1,4,29.642408
-1.0,5,29.788447
-1.0,3,29.860071
-1.0,3,29.949442
-1.0,1,29.979954
-0.9,2,30.041692
-1.0,1,30.079302
-1.1,2,30.136638
-1.0,1,30.168129
-1.1,2,30.236631
-1.0,3,30.343765
-1.0,3,30.443038
-1.0,3,30.520681
-1.0,1,30.558604
-1.1,6,30.705508
-1.0,3,30.769502
-1.0,1,30.808533
-1.0,1,30.839533
-1.0,5,30.981244
-1.1,2,31.043441
-1.0,1,31.078927
-1.1,2,31.131098
-1.1,2,31.204079
-1.0,3,31.270666
-1.1,2,31.327078
-1.1,2,31.375372
-1.0,1,31.400759
-1.0,1,31.442028
-0.9,2,31.501956
-0.9,4,31.60341
-1.0,1,31.640428
-1.0,1,31.682525
-0.9,2,31.745947
-1.0,1,31.778845
-1.0,1,31.814864
-0.9,2,31.880856
-1.0,1,31.919973
-0.9,2,31.974797
-1.0,1,31.999667
-1.0,3,32.083133
