#{"t_start": 1747755752.6343083, "env_id": "None"}
r,l,t
-1.0,1,28.161845
-1.0,1,28.179888
-1.1,2,28.210639
-1.0,1,28.229402
-1.3,6,28.294653
-1.2,3,28.32993
-1.1,2,28.360099
-0.8,3,28.406103
-1.1,4,28.459766
-1.0,1,28.474459
-1.4,5,28.535256
-1.0,1,28.555286
-1.0,1,28.574215
-1.0,1,28.591025
-1.0,1,28.608661
-1.0,1,28.626242
-1.0,1,28.646911
-1.0,1,28.66291
-1.1,2,28.695221
-1.0,3,28.73615
-1.0,3,28.769891
-0.9,2,28.800617
-1.4,7,28.884837
-1.0,1,28.906087
-1.1,2,28.930248
-1.0,1,28.952555
-1.0,5,29.02012
-1.1,4,29.070056
-1.0,1,29.090366
-1.0,1,29.10882
-1.1,2,29.13489
-0.9,2,29.161467
-1.1,2,29.190727
-1.0,1,29.213881
-1.1,2,29.24571
-1.0,3,29.295942
-1.2,3,29.345859
-1.1,2,29.379158
-1.0,1,29.395387
-1.0,1,29.409874
-1.0,1,29.429601
-1.0,1,29.449633
-1.1,2,29.47913
-1.1,2,29.504613
-1.1,2,29.534449
-1.0,5,29.598548
-1.0,1,29.620068
-1.0,1,29.63563
-1.1,6,29.704924
-0.9,2,29.736133
-0.9,2,29.760824
-1.0,1,29.778462
-1.0,1,29.795241
-1.0,5,29.855433
-1.0,1,29.874467
-0.9,2,29.911231
-1.1,2,29.939509
-1.1,2,29.965997
-1.0,1,29.985653
-1.2,3,30.02064
-1.0,1,30.039293
-1.1,2,30.065373
-1.0,1,30.087233
-0.9,2,30.115124
1.1,2,30.14572
-1.1,2,30.177692
-1.0,1,30.195947
-0.9,2,30.231972
-1.0,1,30.251331
-1.0,1,30.269788
-1.1,2,30.299083
-1.0,1,30.320007
-1.0,1,30.334313
-1.2,3,30.380862
-0.8,3,30.419749
-1.0,1,30.437407
-1.1,2,30.463846
-0.8,7,30.556036
-1.0,1,30.573732
-1.1,2,30.608248
-1.1,2,30.640109
-1.0,1,30.660716
-1.1,2,30.690125
-1.0,1,30.710068
-1.0,1,30.730332
-1.0,1,30.750033
-1.0,1,30.769399
-1.0,1,30.790313
-1.0,1,30.804809
-0.9,2,30.838414
-0.9,2,30.865649
-1.1,2,30.899376
-1.0,1,30.923417
-1.0,1,30.944617
-1.0,1,30.964722
-1.1,4,31.008835
-0.9,4,31.055176
-1.0,1,31.075483
-1.0,1,31.098791
-1.1,2,31.124555
-1.0,1,31.140657
-1.2,3,31.17696
-1.0,1,31.194956
-1.0,1,31.214233
-1.0,1,31.229403
-1.0,1,31.244774
-0.8,3,31.293521
-0.9,2,31.321788
-1.0,1,31.340437
-1.0,1,31.365929
-1.1,2,31.394474
-1.0,1,31.420135
-1.0,1,31.439007
-1.1,2,31.465656
-1.0,3,31.505552
-0.9,2,31.535225
-1.3,4,31.584696
-1.0,1,31.600261
-1.0,1,31.619538
-1.0,1,31.639002
-1.1,2,31.668853
-1.0,1,31.684406
-1.0,1,31.700186
-0.9,2,31.729595
-0.8,3,31.764755
-1.0,3,31.807851
-1.0,1,31.826668
-1.0,1,31.845267
-1.0,1,31.862163
-1.1,2,31.891001
-1.0,1,31.908552
-1.0,1,31.924509
-1.1,2,31.955873
-1.0,1,31.976988
-1.0,1,31.994735
-1.0,1,32.015109
-0.9,2,32.039163
-1.3,4,32.092254
-0.9,2,32.119347
-0.9,2,32.149493
-1.0,1,32.170302
-0.9,2,32.203045
-1.0,1,32.220392
-1.0,1,32.239355
-1.0,3,32.275658
-1.0,1,32.29512
-1.0,1,32.308865
-1.1,4,32.369484
-1.0,1,32.384065
-1.0,1,32.402616
-1.0,1,32.419517
-1.0,1,32.439457
-1.0,3,32.474551
-1.0,1,32.495321
-0.8,5,32.559606
-1.0,5,32.619106
-1.0,1,32.634925
-1.0,1,32.654322
-1.0,1,32.669557
-0.8,5,32.741407
-1.2,3,32.779617
-1.0,1,32.795236
-1.0,1,32.814118
-1.1,4,32.86856
-1.0,1,32.893114
-1.0,1,32.911967
-1.0,1,32.929998
-1.0,3,32.97274
-1.0,1,32.989443
-1.0,1,33.007083
-0.9,2,33.034911
-1.0,1,33.049698
-1.0,1,33.070094
-1.1,2,33.09953
-1.1,2,33.134817
-1.1,2,33.159763
-1.1,2,33.189663
-1.2,3,33.240055
-1.0,1,33.260596
-1.1,2,33.291931
-1.1,2,33.320222
-1.0,1,33.338921
-1.1,2,33.365632
-1.0,1,33.384789
-1.0,1,33.405652
-1.0,1,33.42476
-1.0,1,33.449205
-1.0,1,33.464753
-0.8,3,33.505084
-1.0,1,33.524746
-0.9,2,33.565286
-1.0,1,33.585669
-1.0,1,33.607993
-1.0,1,33.625724
-1.0,1,33.644718
-1.0,1,33.661835
-1.0,1,33.680216
-1.1,2,33.710011
-0.9,4,33.759369
-0.9,2,33.785145
-1.0,1,33.79996
-1.2,3,33.839388
-1.0,1,33.861558
-1.0,1,33.879186
-1.0,1,33.895129
-0.9,2,33.925656
-1.0,1,33.943357
-1.0,1,33.964351
-0.9,2,34.000037
-1.0,1,34.020642
-1.1,2,34.053484
-0.7,4,34.111353
-1.0,5,34.178768
-0.9,2,34.204452
-1.1,2,34.230506
-0.9,2,34.260338
-1.0,1,34.280222
-0.9,4,34.328779
-1.0,1,34.347369
-1.2,3,34.39457
-0.9,2,34.424841
-1.0,1,34.444445
-1.1,4,34.492965
-1.2,3,34.53323
-1.1,2,34.559825
-1.0,1,34.580032
-1.0,1,34.600484
-1.0,1,34.619167
-1.0,1,34.639876
-0.9,2,34.665164
-1.0,1,34.684101
-1.2,3,34.729974
-1.0,1,34.744935
-1.0,1,34.763682
-1.0,1,34.781504
-1.0,3,34.825988
-1.0,1,34.844115
-0.9,2,34.875213
-1.0,1,34.895855
-0.9,4,34.94418
-1.0,1,34.959427
-1.1,2,34.988838
-1.0,1,35.004078
-1.1,2,35.041933
-1.0,1,35.060678
-1.0,1,35.080336
-0.9,2,35.109735
-1.0,1,35.130842
-1.0,1,35.154793
-1.0,1,35.17874
-1.1,2,35.210654
-1.1,2,35.249618
-1.0,1,35.275785
-1.0,3,35.32434
-1.0,1,35.342438
-1.1,2,35.379079
-1.0,3,35.421254
-1.1,4,35.481747
-0.9,2,35.524466
-1.0,1,35.545639
-1.0,1,35.563847
-0.9,2,35.606237
-1.0,1,35.625043
-1.0,1,35.645196
-0.9,2,35.669219
-1.0,1,35.690142
-0.9,2,35.722823
-1.0,1,35.740533
-1.0,1,35.762569
-1.0,1,35.785019
-1.0,1,35.805413
-1.0,1,35.826017
-0.9,6,35.915659
-1.0,1,35.935794
-1.0,3,35.979794
-1.0,1,36.004697
-1.0,1,36.019827
-1.0,1,36.040731
-1.0,5,36.100668
-0.9,2,36.136239
-1.0,1,36.154891
-1.0,1,36.177502
-1.0,1,36.202588
-1.0,1,36.220213
-1.0,1,36.239987
-1.0,1,36.259672
-1.0,1,36.280121
-1.0,1,36.306861
-0.9,2,36.338795
-1.0,1,36.355672
-1.0,1,36.375378
-1.0,1,36.39417
-1.0,1,36.408958
-1.3,6,36.489334
-1.0,1,36.508604
-1.0,1,36.531765
-1.0,1,36.549737
-1.0,1,36.566149
-1.0,1,36.586598
-1.0,1,36.607284
-1.0,1,36.626892
-1.0,1,36.644814
-1.0,1,36.665035
-1.0,1,36.684506
-1.0,1,36.704836
-1.1,2,36.73954
-1.1,4,36.805095
-1.1,2,36.834028
-1.0,1,36.85881
-1.0,3,36.901185
-1.0,1,36.923012
-1.0,1,36.942142
-1.1,2,36.969777
-1.2,3,37.010805
-1.0,1,37.033227
-1.1,2,37.068772
-1.1,2,37.099534
-1.0,1,37.122908
-1.0,1,37.140632
-1.0,1,37.160088
-1.0,1,37.177802
-1.0,1,37.196339
-1.1,2,37.224621
-1.0,1,37.249278
-1.2,3,37.299214
-1.0,1,37.31899
-1.0,1,37.340309
-1.0,5,37.415022
-1.0,1,37.4346
-1.1,2,37.469623
-1.1,4,37.52657
-1.2,3,37.571756
-1.0,1,37.589418
-1.0,1,37.605579
-1.0,1,37.62582
-1.1,2,37.661348
-1.1,2,37.694364
-1.1,2,37.729542
-1.1,2,37.755445
-1.0,1,37.775073
-1.0,1,37.795272
-1.1,4,37.862724
-1.0,3,37.910841
-1.0,1,37.930479
-1.2,3,37.975525
-1.0,1,37.994102
-1.1,2,38.031047
1.0,3,38.082146
-1.1,2,38.1101
-1.0,1,38.129898
-1.1,2,38.160177
-1.0,1,38.179889
-1.0,1,38.199552
-1.0,1,38.219816
-1.0,1,38.235037
-1.0,1,38.255211
-1.0,1,38.275872
-1.0,1,38.297082
-0.9,2,38.329144
-1.0,1,38.345201
-1.0,1,38.369007
-0.9,2,38.407193
-1.0,3,38.446037
-1.1,2,38.474764
-1.0,1,38.494872
-1.0,1,38.513564
-0.9,2,38.544505
-1.0,1,38.562143
-1.0,1,38.580315
-1.0,1,38.607992
-1.0,1,38.625958
-0.8,3,38.670151
-1.0,1,38.691878
-1.1,2,38.727908
-1.0,1,38.747055
-1.0,1,38.766269
-0.9,2,38.794958
-1.0,1,38.814891
-1.0,1,38.837098
-1.0,1,38.859547
-1.3,4,38.90509
-1.0,1,38.924948
-0.9,2,38.954102
-1.1,2,39.001775
-1.2,3,39.044559
-1.0,1,39.062238
-1.0,1,39.079642
-1.2,3,39.123945
-1.0,1,39.144796
-1.0,1,39.164441
-1.0,1,39.180734
-1.0,1,39.199913
-1.1,2,39.233128
-1.0,1,39.253323
-1.0,3,39.306879
-1.0,5,39.39177
-1.0,1,39.413494
-1.0,1,39.435734
-0.9,2,39.470601
-1.0,1,39.491873
-1.0,1,39.514097
-1.0,1,39.532747
-1.0,1,39.556523
-1.1,2,39.591348
-1.0,3,39.64187
-1.0,1,39.661529
-0.9,2,39.697521
-1.0,3,39.74957
-1.0,1,39.772761
-1.0,1,39.791502
-0.9,2,39.824841
-0.9,2,39.863495
-1.0,3,39.907447
-1.1,2,39.944747
-1.1,4,40.021194
-0.9,2,40.07118
-1.1,2,40.107652
-1.0,1,40.125868
-1.1,2,40.162318
-0.9,2,40.199232
-0.9,2,40.23458
-1.0,1,40.256775
-1.0,1,40.274966
-1.0,1,40.299769
-1.0,1,40.328151
-1.1,6,40.43826
-1.2,5,40.508683
-0.9,2,40.547551
-1.1,2,40.577968
-1.0,1,40.604717
-1.1,4,40.682021
1.0,1,40.706313
-1.0,1,40.733605
-1.0,1,40.756319
-1.0,1,40.776593
-1.0,1,40.794876
-0.9,4,40.855552
-1.4,7,40.962968
-1.3,4,41.03161
-1.0,1,41.051308
-1.0,1,41.071548
-1.0,1,41.093804
-1.0,1,41.11309
-1.0,1,41.131824
-1.0,1,41.150476
-1.1,2,41.186285
-1.2,3,41.24266
-0.9,2,41.274982
-1.0,1,41.300316
-1.0,1,41.324614
-1.1,2,41.356952
-1.0,1,41.381742
-1.1,2,41.417086
-1.0,1,41.434769
