#{"t_start": 1747756559.9349813, "env_id": "None"}
r,l,t
-0.9,2,25.611637
-1.1,2,25.644291
-1.0,1,25.666209
-1.0,1,25.685379
-1.2,5,25.74796
-1.0,3,25.79734
-1.1,2,25.838025
-1.2,3,25.882639
-1.0,1,25.896744
-1.0,1,25.917457
-0.9,2,25.944953
-1.0,1,25.962273
-1.0,1,25.980429
-1.1,2,26.007288
-1.3,4,26.057148
-1.0,3,26.099478
-1.0,1,26.11812
-1.0,1,26.137428
-1.0,1,26.153692
-0.9,2,26.18802
-1.0,1,26.207619
-1.0,1,26.224254
-1.0,3,26.273143
-1.0,1,26.294216
-1.0,1,26.313607
-1.3,4,26.362241
-1.0,1,26.383332
-1.0,1,26.402169
-1.0,1,26.418818
-1.1,2,26.447318
-1.0,3,26.493558
-1.0,1,26.517347
-1.0,1,26.532643
-1.2,3,26.579621
-1.1,4,26.627401
-1.1,2,26.657604
-1.0,1,26.682509
-1.0,1,26.696158
-1.0,1,26.713316
-0.8,5,26.781477
-1.0,1,26.797299
-1.0,1,26.811838
-0.9,2,26.838582
-0.8,3,26.882279
-1.0,1,26.897871
-1.1,4,26.948606
-1.3,8,27.036461
-1.0,1,27.052867
-1.0,1,27.073202
-1.0,1,27.094361
-1.0,3,27.132498
-1.0,1,27.149209
-1.2,3,27.193892
-0.9,2,27.227345
-1.0,1,27.251851
-1.0,1,27.267055
-1.0,1,27.281755
-0.9,6,27.34774
-1.1,2,27.378006
-1.0,1,27.397328
-1.0,1,27.413372
-1.0,1,27.435743
-1.0,1,27.457904
-1.0,3,27.501574
-1.0,1,27.52172
-1.0,1,27.536322
-0.9,4,27.587358
-1.0,1,27.602937
-1.0,1,27.628742
-1.1,2,27.65719
-1.0,1,27.672339
-1.0,1,27.693995
-1.0,1,27.720885
-1.0,1,27.737737
-1.0,1,27.755883
-1.0,1,27.774545
-1.0,1,27.793591
-1.1,2,27.823205
-1.1,2,27.853584
-1.0,1,27.872859
-0.9,2,27.902781
-1.0,1,27.917536
-1.1,2,27.947491
-1.0,1,27.966953
-1.0,1,27.988353
-1.2,5,28.04714
-1.1,4,28.103979
-1.0,1,28.122645
-1.0,1,28.137209
-1.0,1,28.157359
-1.1,2,28.191723
-0.9,2,28.236562
-1.0,1,28.25844
-1.0,1,28.284533
-1.0,1,28.30323
-1.1,2,28.337833
-1.2,5,28.397463
-0.7,6,28.466442
-0.9,2,28.496944
-1.0,1,28.517318
-1.0,1,28.53316
-1.0,3,28.572278
-1.0,1,28.586744
-1.0,1,28.608825
-0.8,3,28.652381
-1.0,1,28.671854
-1.0,3,28.719346
-1.1,2,28.755506
-1.0,1,28.778733
-1.0,1,28.797852
-1.2,3,28.842766
-1.0,1,28.864823
-1.1,2,28.892359
-1.0,1,28.911554
-1.0,1,28.932296
-1.0,1,28.956576
-1.1,2,28.987591
-1.0,1,29.007329
-1.0,1,29.028603
-1.0,3,29.077441
-1.0,1,29.102221
-1.0,1,29.116544
-1.0,1,29.133725
-1.0,1,29.153393
-1.0,1,29.173147
-1.1,2,29.202018
-0.6,5,29.270422
-1.1,2,29.303185
-1.1,2,29.331934
-0.9,2,29.367965
-1.0,1,29.396257
-0.9,6,29.477755
-1.1,2,29.506775
-1.2,3,29.547494
-0.9,2,29.57846
-1.0,1,29.597307
-1.0,1,29.622494
-1.0,1,29.642766
-1.0,1,29.664981
-1.0,1,29.683062
-1.0,1,29.712347
-1.0,1,29.733438
-0.9,2,29.767246
-1.0,1,29.788457
-1.0,1,29.810931
-1.1,2,29.83918
-1.0,1,29.857606
-1.0,1,29.872329
-1.0,1,29.893884
-0.9,2,29.922208
-1.0,1,29.941357
-1.1,4,29.986961
-0.9,2,30.023419
-1.0,1,30.037893
-1.1,4,30.092579
-0.9,4,30.148378
-1.0,1,30.168302
-1.1,2,30.199514
-1.1,2,30.24093
-1.0,1,30.265817
-1.0,1,30.284773
-0.9,2,30.319272
-1.0,1,30.337413
-1.0,1,30.352093
-0.9,6,30.43201
-0.9,2,30.464993
-1.2,3,30.503175
-0.9,2,30.533373
-1.0,1,30.554572
-1.0,7,30.643009
-1.0,1,30.668889
-1.0,1,30.690918
-1.0,1,30.715263
-1.1,2,30.74972
-1.0,3,30.799008
-0.9,4,30.858336
-1.0,1,30.882848
-1.1,2,30.913346
-1.0,1,30.937198
-1.0,1,30.958481
-1.1,2,30.993864
-1.1,2,31.028254
-1.1,4,31.088302
-1.0,1,31.11364
-0.9,2,31.151204
-0.9,4,31.20473
-1.1,2,31.234014
-0.9,2,31.266917
-1.1,2,31.299027
-1.2,3,31.346847
-1.1,2,31.383144
-1.0,1,31.407146
-1.0,1,31.428346
-1.0,1,31.453455
-1.0,1,31.479511
-1.0,1,31.498748
-1.1,2,31.537837
-0.9,2,31.578315
-1.0,1,31.5976
-1.1,2,31.63239
-1.0,3,31.669361
-1.0,1,31.688433
-1.0,1,31.707039
-1.0,1,31.725819
-0.9,4,31.779387
-1.0,1,31.798911
-1.0,1,31.823385
-1.1,4,31.882554
-1.1,2,31.922605
-1.0,1,31.937629
-1.1,2,31.962318
-1.1,2,31.987533
-1.2,5,32.052432
-1.0,1,32.06985
-1.1,2,32.103016
-1.1,2,32.13758
-0.9,4,32.183096
-1.1,6,32.273976
-1.0,3,32.318728
-1.0,3,32.361766
-1.0,1,32.381209
-1.1,2,32.408529
-1.0,1,32.427717
-0.6,5,32.492832
1.0,1,32.512972
-0.9,2,32.542548
-1.0,1,32.567457
-0.9,2,32.59719
-1.0,1,32.62265
-1.0,1,32.64822
-1.4,5,32.72823
-1.0,1,32.756453
-1.1,2,32.784055
-1.1,2,32.816562
-1.0,1,32.84275
-1.0,1,32.866145
-1.0,1,32.892488
-1.0,1,32.912228
-1.0,3,32.947908
-1.0,1,32.96715
-1.1,2,32.997082
-0.9,2,33.026864
-1.0,1,33.043584
-1.0,1,33.061538
-0.9,4,33.114899
-1.0,1,33.13268
-1.1,2,33.167464
-1.0,1,33.191913
-1.0,1,33.217132
-1.0,1,33.237446
-1.0,1,33.258633
-1.0,1,33.28756
-0.9,2,33.322888
-1.0,1,33.342554
-1.1,6,33.41755
-1.0,3,33.468548
-1.0,1,33.501716
-1.2,3,33.53817
-1.2,3,33.57739
-1.0,1,33.597647
-1.0,1,33.617869
-0.9,4,33.673521
-1.1,2,33.706482
-1.0,1,33.72764
-1.0,1,33.743443
-0.9,2,33.772504
-1.0,1,33.792104
-1.0,1,33.807425
-1.1,4,33.864085
-1.0,1,33.883276
-1.0,1,33.902725
-1.2,3,33.938963
-1.0,1,33.957399
-1.1,4,34.00841
-1.1,2,34.039861
-1.0,1,34.061925
-1.0,1,34.082534
-1.0,1,34.0971
-0.9,2,34.130826
-0.9,2,34.162193
-1.0,1,34.185808
-1.0,1,34.204673
-0.9,2,34.232594
-1.0,1,34.252596
-1.0,3,34.288247
-1.0,1,34.306993
-1.0,1,34.332504
-1.0,3,34.372493
-1.0,1,34.396846
-1.0,1,34.424499
-0.9,2,34.456449
-0.9,4,34.525603
-1.0,1,34.543364
-1.0,1,34.563704
-1.0,1,34.579712
-1.0,1,34.597319
-1.1,2,34.621995
-1.1,2,34.65113
-1.0,1,34.668294
0.9,2,34.697815
-0.9,2,34.741546
-1.0,1,34.768203
-1.1,2,34.814583
-1.0,1,34.839131
-1.0,1,34.862318
-1.0,1,34.90435
-1.3,4,34.968635
-1.0,1,34.992398
-1.1,2,35.029327
-0.9,2,35.063248
-1.0,1,35.085526
-1.0,1,35.112301
-1.0,1,35.134006
-1.3,16,35.352488
-1.2,3,35.399216
-1.1,2,35.437593
-1.0,1,35.457862
-1.2,3,35.523628
-1.0,1,35.550362
-1.0,1,35.578103
-1.0,1,35.602842
-1.0,1,35.623555
-1.1,2,35.663144
-1.0,1,35.685384
-1.1,2,35.723699
-1.0,1,35.74493
-1.0,1,35.764163
-1.1,8,35.876796
-1.1,2,35.909743
-1.0,1,35.932493
-1.0,1,35.953179
-1.2,3,35.997626
-1.0,1,36.023456
-1.0,3,36.073521
-0.9,2,36.110376
-1.0,1,36.130576
-1.0,1,36.147175
-1.0,1,36.164782
-1.5,6,36.248945
-1.0,1,36.269192
-1.0,1,36.28389
-1.0,1,36.308095
-1.0,1,36.334291
-1.1,2,36.36132
