#{"t_start": 1747817012.4004107, "env_id": "None"}
r,l,t
-1.0,1,19.728188
-0.9,2,19.755944
-1.0,1,19.775248
-1.0,1,19.793397
-1.0,1,19.810447
-1.0,1,19.824663
-1.0,1,19.839546
-1.0,1,19.854362
-1.3,4,19.904348
-0.8,3,19.943426
-1.1,2,19.968982
-1.0,1,19.988645
-1.0,1,20.009391
-1.2,3,20.049472
-1.0,1,20.071458
-1.0,3,20.109508
-1.4,5,20.173469
-1.0,1,20.194939
-1.0,1,20.215554
-1.0,3,20.254337
-1.0,5,20.32448
-1.0,3,20.364668
-1.0,3,20.399292
-1.0,1,20.414724
-1.0,1,20.429907
-1.0,3,20.473713
-1.0,1,20.493536
1.0,1,20.510041
-1.1,2,20.537655
-1.0,1,20.554955
-1.1,2,20.585445
-1.0,1,20.599111
-1.0,1,20.614002
-0.9,2,20.650075
-1.0,1,20.665801
-1.0,1,20.683778
-1.1,2,20.715052
-1.0,1,20.738716
-1.0,3,20.780184
-0.9,4,20.824431
-1.0,1,20.843997
-1.0,1,20.863674
-1.0,1,20.884937
-1.0,1,20.904223
-1.0,1,20.9261
-1.1,2,20.95499
-1.0,3,20.994749
-1.0,1,21.015112
-1.1,2,21.044022
-1.0,1,21.059228
-1.1,2,21.084205
-1.0,5,21.143971
-1.0,1,21.15964
-1.0,1,21.180126
-1.0,1,21.199561
-1.0,1,21.219998
-1.0,1,21.241522
-1.0,1,21.259561
-1.1,4,21.309129
-0.9,6,21.379904
-0.9,2,21.409476
-1.0,1,21.429661
-1.0,1,21.449044
-1.0,1,21.464371
-1.0,1,21.478925
-1.0,1,21.494574
-0.9,2,21.523211
-0.8,5,21.580511
-1.0,1,21.600168
-1.0,1,21.620245
-0.8,5,21.684773
-1.2,3,21.724972
-0.9,2,21.754719
-1.0,1,21.769852
-1.2,5,21.828587
-1.0,1,21.843953
-1.0,1,21.864508
-1.0,1,21.885641
-1.2,3,21.923529
-1.0,1,21.93956
-0.9,6,22.008957
-0.9,2,22.039196
-0.9,2,22.068379
-0.9,4,22.113947
-1.1,2,22.144036
-1.0,1,22.164536
-1.2,5,22.233448
-1.0,1,22.249266
-1.0,1,22.269606
-1.0,1,22.289261
-1.1,2,22.318577
-1.0,1,22.338629
-1.0,1,22.353431
-1.0,1,22.369637
-0.9,2,22.39906
-0.9,2,22.423541
-1.0,1,22.444158
-1.0,1,22.466048
-1.0,1,22.484243
-1.0,1,22.500781
-1.1,4,22.543715
-1.0,1,22.558897
-1.1,2,22.595564
-1.0,1,22.614014
-1.0,1,22.62957
-1.0,1,22.645722
-1.0,1,22.664798
-1.0,1,22.685045
-1.0,1,22.710884
-1.0,1,22.729521
-1.1,2,22.75409
-1.1,6,22.836432
-1.2,5,22.895119
-0.9,2,22.920713
-1.0,1,22.93896
-1.0,1,22.955033
-1.1,2,22.978964
-1.0,1,22.998707
-1.0,1,23.014133
-1.0,1,23.030027
-0.9,2,23.066955
-1.2,7,23.150171
-1.0,1,23.17137
-1.0,1,23.196911
-1.0,1,23.215408
-1.0,3,23.260388
-1.0,1,23.279273
-1.0,1,23.305513
-1.0,1,23.3261
-1.1,2,23.354476
-1.0,1,23.375295
-1.0,1,23.399695
-1.0,1,23.422032
-0.9,2,23.455076
-1.0,1,23.47514
-0.9,2,23.504065
-1.0,1,23.528819
-1.0,1,23.548537
-0.9,2,23.575701
-1.0,1,23.595366
-1.0,1,23.608732
-1.0,1,23.625103
-1.1,2,23.655654
-1.1,2,23.684139
-1.0,1,23.705482
-1.0,1,23.724816
-1.0,1,23.744453
-0.9,2,23.778705
-1.0,1,23.799288
-1.0,3,23.840717
-1.0,3,23.878297
-0.9,2,23.904289
-1.1,2,23.934516
-1.2,3,23.978805
-1.0,1,23.993608
-0.9,2,24.022001
-1.0,1,24.140928
-1.1,2,24.174796
-1.1,2,24.204719
-1.0,1,24.225307
-1.1,2,24.259324
-1.0,3,24.304926
-1.1,4,24.361411
-1.2,3,24.405296
-1.0,1,24.420464
-1.0,1,24.434856
-1.0,1,24.453997
-1.0,1,24.474318
-1.1,4,24.519879
-1.1,2,24.548939
-1.1,2,24.572986
-1.0,3,24.614863
-0.8,3,24.654538
1.0,1,24.67495
-1.0,1,24.688228
-1.0,1,24.70477
-1.0,1,24.720497
-1.3,4,24.770438
-1.0,1,24.789735
-1.1,2,24.819297
-0.9,2,24.850638
-1.0,1,24.873622
-1.0,7,24.954763
-1.0,1,24.975311
-1.1,2,25.003849
-1.0,1,25.018653
-1.3,4,25.064076
-1.1,2,25.095734
-0.9,2,25.123815
-0.9,4,25.168253
-1.1,2,25.195357
-1.0,1,25.215398
-0.9,6,25.284694
-1.0,1,25.304899
-1.0,1,25.324766
1.0,7,25.404877
-0.9,2,25.434553
-1.0,3,25.474557
-1.0,1,25.494403
