#{"t_start": 1748427807.0659666, "env_id": "None"}
r,l,t
-1.0,1,22.033913
-1.1,2,22.064636
-1.0,1,22.08956
-0.9,2,22.11408
-1.0,1,22.133968
-1.0,1,22.156462
-1.0,1,22.174609
-1.1,2,22.204921
-1.0,1,22.223973
-1.1,2,22.258805
-1.0,1,22.279403
-1.0,3,22.32875
-1.0,1,22.349459
-1.1,4,22.39911
-0.9,2,22.428398
-0.7,4,22.479428
-1.0,1,22.499091
-1.0,1,22.519632
-1.0,1,22.544192
-0.8,3,22.589336
-1.2,5,22.663783
-0.8,3,22.708797
-0.9,4,22.769554
-1.0,1,22.793908
1.1,2,22.828635
-1.0,1,22.849035
-1.0,1,22.869093
-0.9,2,22.899631
-1.0,1,22.918314
-1.0,1,22.938128
-1.0,1,22.95965
-1.0,1,22.979286
-1.1,2,23.00864
-0.9,2,23.040813
-1.0,3,23.088638
-1.0,1,23.108377
-0.9,2,23.143109
-1.0,1,23.165244
-1.3,6,23.243561
-1.0,1,23.263467
-0.9,2,23.293706
-1.0,1,23.314374
-1.0,1,23.337872
-1.2,3,23.388647
-0.8,3,23.433113
1.0,1,23.45456
-1.0,1,23.475184
-1.2,3,23.513455
-1.1,2,23.544033
-1.0,1,23.564047
-1.2,3,23.609205
-1.2,3,23.654389
-1.0,1,23.673672
-1.1,2,23.699459
-1.2,3,23.743986
-1.0,1,23.764111
1.0,1,23.785144
-1.0,1,23.80698
-1.0,1,23.828568
-1.1,4,23.88348
-1.2,3,23.929367
-1.0,1,23.949112
-1.0,1,23.969204
-1.0,3,24.009284
-0.9,2,24.042447
-1.1,4,24.099768
-1.0,3,24.148653
-1.0,1,24.168724
-1.0,1,24.192794
-0.9,2,24.227266
-0.8,3,24.27782
-1.1,4,24.333972
-1.2,5,24.392954
-1.0,1,24.409276
-1.0,1,24.428657
-1.0,1,24.448872
-1.0,1,24.470338
-1.0,1,24.493837
-1.0,1,24.512425
-0.9,2,24.549241
-1.1,2,24.573908
-1.0,1,24.593912
-1.0,1,24.615756
-1.0,1,24.633955
-1.6,7,24.730411
-0.9,2,24.758827
-1.0,5,24.828235
-1.0,1,24.848518
-1.2,5,24.928804
-1.3,4,24.989155
-1.0,3,25.028586
1.0,1,25.049056
-1.1,2,25.078482
-1.0,1,25.094208
-1.0,1,25.113553
-1.0,1,25.13383
-1.0,3,25.171703
-0.9,2,25.204003
-1.0,1,25.223562
-1.1,2,25.254097
-1.0,1,25.273777
-1.0,1,25.294291
-1.0,1,25.313699
-1.0,1,25.334629
1.0,1,25.359554
-1.0,1,25.37857
-1.0,1,25.394476
-1.4,7,25.48327
-1.0,1,25.499073
-1.1,2,25.53006
-1.0,1,25.547875
-0.9,2,25.574022
-1.0,1,25.594654
-1.0,1,25.614126
-1.0,1,25.63272
-1.0,1,25.655083
-1.1,2,25.693553
-1.0,1,25.713501
-0.9,2,25.74374
-1.0,1,25.768488
-1.0,1,25.790043
-1.0,1,25.807581
-1.0,1,25.828457
-1.1,2,25.858642
-1.0,1,25.879082
-1.0,1,25.89863
-1.2,3,25.941847
-1.0,1,25.965219
-1.0,1,25.98306
-1.0,1,26.004248
-1.0,3,26.044882
-0.9,2,26.0746
-1.0,1,26.094292
-1.0,1,26.108608
-1.1,4,26.163791
-1.0,1,26.183481
-1.0,1,26.204136
-1.0,3,26.244694
-1.0,1,26.263741
-1.0,3,26.309202
-1.1,2,26.337461
-1.0,1,26.355585
-1.2,3,26.400081
-1.0,1,26.418894
-1.1,2,26.448816
-1.0,1,26.469218
-1.0,1,26.493603
-1.0,1,26.507993
-0.9,2,26.538534
-0.9,2,26.569739
-1.0,1,26.589164
-1.1,2,26.61956
-1.1,2,26.647998
-1.3,6,26.73039
-1.0,1,26.749227
-1.0,3,26.79861
-1.3,4,26.85359
-1.1,2,26.879394
-1.0,1,26.904483
-1.0,1,26.926302
-1.1,2,26.953294
-1.0,1,26.973158
-1.0,3,27.018863
-1.0,1,27.041092
-1.1,2,27.075871
-1.0,1,27.100062
-1.1,4,27.155634
-1.0,1,27.174085
-1.1,2,27.2044
-1.0,1,27.224925
-1.0,1,27.245808
-1.0,1,27.263971
-1.2,3,27.308294
-1.0,1,27.327863
-1.0,1,27.348944
-1.0,1,27.371139
-1.3,4,27.423812
-1.0,1,27.445201
-1.0,3,27.490493
-1.0,1,27.508062
-1.0,1,27.530496
-1.2,3,27.567689
-1.0,1,27.584067
-0.9,2,27.608737
-1.0,1,27.633734
-1.0,1,27.653214
-1.0,1,27.672618
-1.0,1,27.694002
-1.1,4,27.745033
-1.0,1,27.768255
-1.1,2,27.804137
-1.0,1,27.828727
1.0,1,27.849736
-1.0,1,27.868354
-1.0,1,27.888945
-1.0,3,27.943283
-1.0,3,27.992612
-1.0,1,28.013606
-1.0,3,28.05935
-1.0,1,28.07835
-1.0,1,28.099509
-1.1,2,28.133369
-1.1,4,28.189135
-0.9,2,28.219514
-1.0,1,28.240234
-1.0,1,28.258229
-1.0,1,28.278814
-1.1,4,28.344104
-0.9,4,28.405623
-1.0,1,28.422835
-1.0,1,28.439289
-1.1,2,28.468692
1.0,1,28.489449
-0.9,2,28.532556
-1.0,3,28.575596
-1.2,5,28.644513
-1.0,1,28.66375
-1.0,1,28.683678
-1.3,6,28.769194
-1.0,1,28.789328
-0.9,2,28.819495
-1.0,1,28.841527
-1.0,1,28.860698
-1.0,1,28.88482
-1.0,1,28.898362
-1.0,3,28.942442
-1.0,1,28.969628
-1.0,1,28.988054
-1.0,1,29.007905
-1.0,1,29.028995
-1.0,1,29.049307
-0.9,2,29.0787
-1.1,4,29.137373
-1.0,1,29.160307
-1.0,1,29.178861
-1.0,1,29.203439
-1.0,1,29.224324
-0.7,6,29.308475
-0.9,2,29.344354
-1.3,4,29.404923
-1.0,1,29.423572
-1.1,2,29.459917
-1.0,1,29.483559
-1.0,1,29.504682
-1.0,1,29.524041
-1.0,1,29.544722
-1.0,1,29.563142
-1.0,1,29.58397
-0.8,3,29.633271
-1.1,2,29.664314
-1.1,2,29.694078
-1.0,1,29.71965
-1.0,1,29.744102
-1.0,1,29.768411
-1.0,3,29.81769
-1.1,2,29.85293
-1.0,1,29.873603
-1.0,1,29.893448
-0.8,3,29.94396
-1.0,1,29.963806
-1.1,2,29.989431
-1.1,2,30.030128
-0.9,6,30.118601
-1.0,1,30.139232
-0.9,2,30.174192
-1.0,1,30.193618
-1.0,1,30.2174
-0.9,4,30.272793
-1.1,2,30.308398
-0.8,3,30.356422
-1.0,1,30.373267
-1.2,7,30.473546
-1.0,3,30.51907
-1.0,1,30.53489
-1.0,1,30.552318
-1.0,1,30.57526
-1.0,3,30.623135
-1.1,2,30.654675
-1.0,1,30.672566
-1.0,1,30.692618
-1.0,1,30.71399
-1.0,1,30.734948
-0.6,5,30.799746
-1.1,2,30.82906
-1.0,1,30.850261
-1.0,1,30.868045
-1.2,3,30.908712
-1.0,1,30.924805
-1.0,1,30.944016
-1.0,1,30.963197
-1.0,1,30.984611
-1.0,1,31.005444
-1.0,1,31.023853
-1.0,1,31.041406
-1.2,3,31.0856
-1.0,1,31.103604
-1.0,3,31.156801
-1.0,1,31.17527
-1.1,2,31.204313
-1.2,3,31.255333
-1.0,1,31.276592
-1.2,3,31.32838
-0.9,2,31.364427
-1.0,1,31.389384
-0.8,3,31.435912
-1.0,1,31.454203
-1.0,1,31.479152
-0.9,2,31.509342
-1.0,1,31.529846
-1.0,1,31.552738
-1.0,1,31.574992
-1.1,2,31.609098
-1.0,1,31.634069
-1.0,1,31.654451
-1.0,1,31.678703
-1.0,1,31.698968
-1.0,1,31.71955
-1.0,3,31.769664
-1.0,1,31.787962
-1.0,1,31.808954
-1.0,1,31.82833
-1.0,3,31.874836
-1.0,1,31.893858
-1.0,1,31.915674
-1.1,2,31.957277
-1.0,1,31.975694
-0.9,2,32.015368
-0.9,2,32.054056
-1.0,1,32.073499
-1.0,1,32.098906
-0.9,2,32.138468
-1.0,1,32.154853
-1.0,1,32.174356
-1.1,2,32.210351
-1.1,2,32.23964
-1.0,1,32.259674
-1.0,1,32.283422
-1.0,1,32.299654
-1.2,3,32.345999
-1.0,3,32.39858
-1.0,1,32.423094
-1.0,1,32.44246
-1.0,1,32.463659
-1.2,3,32.526278
-1.2,3,32.577021
-1.0,1,32.59429
-1.1,2,32.624076
-0.9,2,32.653847
-0.9,2,32.689716
-1.0,3,32.729366
-1.0,1,32.746955
-1.1,2,32.778829
-1.0,1,32.793672
-1.0,1,32.81038
-1.1,2,32.848448
-0.9,2,32.884234
-1.0,1,32.91
-1.0,1,32.937578
-1.0,1,32.958647
-1.0,1,32.978634
-1.0,1,32.993935
-0.9,4,33.048813
-1.1,4,33.09491
-1.0,3,33.132476
-1.0,1,33.153453
-1.0,1,33.17383
-1.1,2,33.19756
-1.0,7,33.283811
-1.0,3,33.332707
-1.0,1,33.358111
-1.0,1,33.377894
-0.9,2,33.409795
-1.0,1,33.423485
-1.2,3,33.462818
-1.0,1,33.484157
-1.0,1,33.502478
-0.8,3,33.538772
-1.0,1,33.552494
-1.0,1,33.573463
-1.0,1,33.592872
-1.0,1,33.610959
-0.9,4,33.668377
-1.2,3,33.713879
-1.1,2,33.743556
-1.1,2,33.779801
-1.3,4,33.849347
-1.0,1,33.869239
-1.0,1,33.889529
-1.0,1,33.908383
-1.1,2,33.939144
-1.0,1,33.960348
-1.0,1,33.977318
-1.2,3,34.018834
-1.0,1,34.03406
-1.0,1,34.053861
-1.1,2,34.084065
-1.1,2,34.118776
-1.0,3,34.158798
-1.0,1,34.178169
-0.9,2,34.217977
-0.9,2,34.248489
-1.0,3,34.284804
-0.9,2,34.31414
-1.0,1,34.335089
-1.0,1,34.357638
-1.0,1,34.385069
-1.0,1,34.411396
-0.9,4,34.475746
-0.8,3,34.519484
-1.0,3,34.589932
-1.0,1,34.612913
-1.0,1,34.632796
-1.1,2,34.668387
-0.9,2,34.712661
-1.0,1,34.740931
-1.1,4,34.811246
-1.0,1,34.831216
-0.7,8,34.948672
-1.0,1,34.96847
-1.0,1,34.992564
-1.2,3,35.038683
-0.9,2,35.07544
-0.9,2,35.098808
-1.0,1,35.119508
-1.1,4,35.17361
-1.0,3,35.218162
-0.9,2,35.243954
-0.9,2,35.27598
-1.0,1,35.295056
-1.0,3,35.34058
-1.0,1,35.360338
-0.9,2,35.394326
-1.0,1,35.41134
-1.0,1,35.429113
-1.0,1,35.445522
-0.9,2,35.477982
-1.0,1,35.492948
-0.9,4,35.544673
-1.0,1,35.564547
-1.0,1,35.583364
-1.0,1,35.612422
-1.0,1,35.629551
-1.0,1,35.649668
-1.0,1,35.674736
-1.0,1,35.695568
-1.0,1,35.718176
-0.6,5,35.778515
-1.0,1,35.794044
-0.8,3,35.839706
-1.0,1,35.85943
-1.0,1,35.880151
-1.0,5,35.956679
-1.0,1,35.978228
-1.0,1,35.998393
-1.1,6,36.069451
-1.0,1,36.089251
-0.9,2,36.111586
-1.0,1,36.129698
-1.0,1,36.144126
-0.8,3,36.194022
-1.0,1,36.218873
-1.0,1,36.240577
-0.7,4,36.298794
-0.8,3,36.338874
-0.8,3,36.37839
-1.2,3,36.415089
-1.0,1,36.434131
-1.3,4,36.479474
-1.0,1,36.500046
-0.9,4,36.555651
-1.0,1,36.577602
-0.9,2,36.610638
-1.0,3,36.65884
-1.0,1,36.684806
-1.0,1,36.703718
-1.2,5,36.769456
-1.0,1,36.795666
-1.0,1,36.81998
-1.1,2,36.854339
-1.0,1,36.874516
-1.0,1,36.894322
-1.0,1,36.914214
-1.1,2,36.944004
-0.9,2,36.967312
-1.0,1,36.98345
-0.8,3,37.024555
-1.0,1,37.045518
-1.1,2,37.090293
-1.0,1,37.11312
-1.1,4,37.170072
-1.0,1,37.188485
-1.0,3,37.224952
-1.3,4,37.268854
-1.0,1,37.29161
-1.1,4,37.338711
-1.0,1,37.35617
-0.9,2,37.382869
1.0,3,37.419044
-1.0,1,37.440227
-1.0,1,37.458977
-1.0,3,37.497592
-1.0,3,37.537019
-1.1,2,37.563539
-0.9,2,37.59319
-1.0,1,37.610949
-1.0,1,37.627812
-1.0,1,37.653612
-1.0,1,37.674083
-1.1,2,37.706376
-1.0,3,37.748228
-1.0,1,37.764746
-1.0,1,37.78418
-1.0,1,37.80264
-1.0,3,37.837296
-0.9,2,37.862791
-0.9,2,37.892848
-0.8,3,37.933737
-1.0,1,37.949394
-1.1,4,37.998424
-1.0,5,38.057818
-0.9,2,38.089168
-1.0,1,38.102839
-1.0,1,38.125942
-1.0,1,38.148785
-1.1,2,38.172892
-1.0,3,38.209753
-1.1,2,38.238989
-0.9,6,38.30844
-1.0,1,38.324936
-1.1,2,38.357954
-1.0,1,38.377423
-1.0,1,38.3892
-1.0,1,38.408948
-1.2,3,38.449208
-1.0,1,38.467517
-1.1,4,38.515674
-1.0,1,38.532632
-1.2,3,38.568894
-1.2,3,38.614444
-1.0,1,38.632649
-1.1,2,38.657869
-1.0,3,38.697653
-1.0,1,38.721018
-1.0,1,38.738954
-1.0,1,38.759565
-1.1,2,38.783521
-0.8,3,38.82375
-1.1,2,38.85326
-1.0,1,38.868605
-1.1,2,38.891793
-1.0,1,38.910119
-1.2,3,38.949212
-1.2,3,38.989672
-1.0,1,39.009073
-1.2,3,39.053818
-1.0,1,39.072695
-1.0,1,39.088141
-1.0,1,39.104359
-1.0,1,39.12895
-1.0,1,39.144036
-0.9,2,39.168584
-1.0,1,39.189398
-1.2,3,39.228177
1.1,2,39.255228
-1.0,1,39.270671
-1.0,1,39.288592
-1.0,1,39.302602
-0.7,6,39.373752
-1.0,3,39.409581
-1.0,3,39.453084
-1.0,1,39.474363
-0.9,4,39.525392
-1.0,1,39.544409
